,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs202001,DPSs202002,DPSs202003,DPSt01,DPSt02,DPSt03,HLs202001,HLs202002,HLs202003,HLt01,HLt02,HLt03,SLTs202001,SLTs202002,SLTs202003,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs202001,XSs202002,XSt01,XSt02,XSt03,XsSs202003
Zotu5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu5854,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
Zotu5855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Zotu5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0
Zotu5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0
Zotu586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu5861,0,0,0,20,11,6,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,8,1,4,0,0,0,0,2,0
Zotu5862,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5863,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5864,1,0,1,4,3,5,0,1,0,5,1,7,5,3,0,4,1,2,0,1,1,8,3,0,0,2,0,2,0,2,2,3,1,0,0,2
Zotu5865,0,0,0,26,1,5,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,0,3,0,0,1,0,1,0
Zotu5866,0,1,0,1,0,0,0,0,0,0,0,0,6,6,13,8,2,5,2,0,0,3,0,0,0,0,0,0,2,0,0,0,3,1,0,0
Zotu5867,0,0,0,5,4,0,0,0,0,1,1,1,0,0,1,9,0,1,2,0,0,1,0,0,0,0,0,3,1,3,0,0,4,0,5,0
Zotu5868,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
Zotu5869,2,0,0,6,0,0,0,0,0,0,0,0,9,0,0,5,0,1,0,2,0,5,0,0,0,0,0,0,1,0,1,4,0,0,0,1
Zotu587,0,0,0,1,3,2,0,0,0,56,9,0,0,0,0,2,4,7,0,0,0,2,6,0,0,0,1,23,0,1,0,0,57,0,3,0
Zotu5870,0,0,0,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5871,0,0,0,0,0,0,5,4,9,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,4
Zotu5872,1,0,1,5,1,11,2,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,3,1,0
Zotu5873,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0,0,2,0
Zotu5874,0,0,0,1,0,6,0,0,0,0,4,1,0,0,2,1,2,1,0,0,0,10,14,0,0,0,0,1,0,4,0,0,0,2,1,0
Zotu5875,15,0,7,6,0,1,2,0,4,2,0,0,1,1,1,3,1,3,4,1,2,0,1,0,8,0,2,2,0,0,2,0,0,0,3,3
Zotu5876,1,0,0,20,2,8,0,0,0,0,1,0,1,0,0,3,0,2,2,0,0,1,0,0,0,2,0,4,1,3,0,0,0,0,3,0
Zotu5877,0,0,0,0,0,0,0,4,3,0,0,0,4,2,1,2,4,1,6,2,2,0,0,0,0,0,0,0,0,0,5,4,1,0,0,5
Zotu5878,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu588,0,0,0,0,0,0,26,0,0,0,0,0,0,243,187,0,0,0,0,44,19,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
Zotu5880,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0
Zotu5881,1,3,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu5882,3,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,2,0,0
Zotu5883,24,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,7,1,12,0,0,0,0,0,0,0,0,0
Zotu5884,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0
Zotu5885,6,7,3,2,0,0,5,2,10,0,0,0,1,13,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,2,3,6,0,0,0,4
Zotu5886,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu5887,1,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,1,0,3,0
Zotu5888,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0
Zotu589,0,1,0,3,15,82,0,0,0,20,5,80,17,2,1,1,0,3,1,382,99,7,111,7,0,1,0,12,2,1,19,31,2,0,11,14
Zotu5890,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,5,2,2,1,2,0,0,10,2,4,0
Zotu5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu5892,4,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,1,23,0,0,0,0,0,0,0,0,0
Zotu5893,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu5894,2,0,2,0,0,0,0,0,0,1,0,0,10,6,1,4,1,1,0,0,1,0,0,0,2,1,1,2,1,0,2,0,7,1,1,2
Zotu5895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Zotu5896,1,0,2,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,18,2,2,0,0,0,1,1,0,0,0,2
Zotu5897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,1
Zotu5898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu5899,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu59,0,0,0,0,0,0,168,552,111,0,0,0,27,131,25,0,0,0,51,19,11,0,0,0,6,4,9,0,1,0,200,786,0,0,0,137
Zotu590,0,0,0,1,2,2,2,3,6,13,50,23,3,5,2,0,0,0,13,0,0,0,0,0,0,1,0,15,28,44,6,3,20,0,46,8
Zotu5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu5901,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu5902,0,0,1,0,0,0,3,0,0,0,0,0,12,3,2,0,0,0,2,7,8,0,0,0,0,0,0,0,0,0,10,9,0,0,0,7
Zotu5903,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5904,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0
Zotu5905,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu5906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,1,0
Zotu5907,0,0,0,0,0,0,2,3,1,0,0,0,10,0,3,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5908,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5909,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,9,8,0
Zotu591,4,0,0,1,27,0,0,0,0,32,6,1069,1,0,1,1,0,0,0,0,0,25,23,17,1,0,14,2,0,44,0,0,0,2,56,0
Zotu5910,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5911,0,0,0,1,0,2,0,0,1,0,0,0,9,3,1,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,6
Zotu5913,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Zotu5914,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu5915,0,0,0,0,0,0,6,10,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu5916,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5917,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Zotu5918,0,0,0,0,0,0,5,13,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5919,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu592,0,0,0,7,1,3,0,0,0,0,7,5,0,0,0,10,1,1,0,0,0,17,0,7,0,0,0,0,1,1,0,0,0,0,1,0
Zotu5920,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
Zotu5921,0,0,0,0,0,0,27,13,13,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,1
Zotu5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu5923,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,6
Zotu5924,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,1,12,15,0,0,0,2,1,0,0,0,0,2,9,0,0,0,8
Zotu5925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
Zotu5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
Zotu5928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu5929,0,0,0,0,0,0,25,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu593,99,45,80,12,60,9,0,1,14,4,2,3,81,47,19,42,11,4,30,27,40,2,17,0,151,114,196,16,11,8,20,27,28,22,17,46
Zotu5930,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5931,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,17,9,2,0,0,5
Zotu5932,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu5933,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Zotu5937,0,0,1,0,0,1,0,0,0,0,0,2,1,1,3,0,0,0,2,1,0,0,0,1,4,1,0,0,0,0,1,1,2,1,1,1
Zotu5938,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu594,2,0,1,6,2,16,0,5,3,43,0,0,3,0,0,2,1,0,0,2,0,1,0,0,32,38,0,7,0,1,4,15,0,31,14,2
Zotu5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
Zotu5944,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0
Zotu5945,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5946,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,2,3,3,0,0,0,0,0
Zotu5947,0,0,5,0,0,1,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,2,1,1,1,1,0,2,0,3,0,0,2,0,2,0
Zotu5948,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Zotu5949,0,0,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu595,5,9,4,0,4,17,0,1,0,0,2,0,172,4,13,2,1,3,25,39,87,0,0,1,188,254,103,2,13,3,47,41,1,18,0,41
Zotu5950,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,5,0
Zotu5951,0,0,0,0,0,0,4,3,8,0,3,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
Zotu5952,0,0,0,0,3,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,4,19,2,0,0,0,2,0,0,0,0,0,0,0,0
Zotu5953,0,0,0,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,5,0,0,0,0,0,0
Zotu5954,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5955,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,5,3,21,0,0,0,5,0,0,0,0,0,1,0,0
Zotu5956,1,0,3,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,11,1,0,0,0,2,1,5,0,0,0,1,4,0,1,0,2
Zotu5957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,6,0,8,0,0,0,9,1,0,0,0,1
Zotu5958,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
Zotu5959,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1
Zotu596,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,12,0,1,0,2,2,0,0,0,0
Zotu5960,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0
Zotu5961,3,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,0,3,1,0,0,2,3,0,0,0,0
Zotu5962,4,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu5963,3,1,9,0,0,3,0,0,0,0,4,0,39,1,4,0,0,0,8,6,15,0,2,0,5,0,9,3,0,7,11,6,3,0,1,9
Zotu5964,28,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
Zotu5965,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1
Zotu5966,3,44,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,1,0,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0
Zotu5967,10,0,3,0,0,0,0,1,0,0,0,0,3,4,1,2,0,0,0,7,12,0,0,0,0,0,6,0,1,0,4,5,0,0,0,4
Zotu5968,0,0,0,0,0,0,0,0,0,1,0,6,2,1,0,0,0,0,0,1,4,0,0,0,1,0,12,0,0,1,0,0,0,0,2,2
Zotu5969,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Zotu597,0,0,0,65,82,73,0,0,0,0,4,60,0,0,0,3,2,0,0,0,0,1,0,0,1,1,0,113,16,688,0,0,0,0,199,0
Zotu5970,2,1,4,0,6,0,2,2,1,0,0,0,17,1,0,6,0,0,1,1,1,0,0,0,11,0,1,1,0,1,10,36,4,0,1,12
Zotu5971,6,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,3
Zotu5972,5,1,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,4,0,0,0,2
Zotu5973,0,11,10,8,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
Zotu5974,2,4,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2
Zotu5975,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5976,0,1,0,0,3,0,0,0,2,1,0,0,9,1,2,0,0,0,4,2,7,0,1,0,3,0,0,1,1,0,3,1,2,0,2,1
Zotu5977,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,8,6,1,2,1,0,0,0,1,0,0
Zotu5978,0,3,0,3,2,0,0,0,2,0,0,0,7,0,5,7,1,2,5,3,1,0,9,0,6,9,20,0,1,0,5,0,4,5,10,1
Zotu5979,0,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,4,0
Zotu598,2,0,2,0,0,1,9,1,9,0,0,4,5,54,2,0,0,0,3,26,14,0,0,0,2,0,1,0,1,2,12,3,0,0,2,35
Zotu5980,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,2,1,0
Zotu5981,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5982,0,0,1,0,0,0,0,0,2,0,0,0,2,45,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
Zotu5983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu5984,2,0,0,0,0,0,4,1,2,0,0,0,3,0,1,0,0,0,1,4,2,0,0,0,4,1,0,0,1,0,3,11,0,0,0,5
Zotu5985,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,36,0,0,0,0,0,3,1,0,0,0,1
Zotu5986,1,1,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,3,2,5,0,3,0,8,1,0,0,2,0
Zotu5987,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Zotu5988,0,0,2,2,6,2,0,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,0,6,0,0,4,1,0,1,1,0,4,0,1,0
Zotu5989,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Zotu599,0,0,0,0,0,0,20,48,22,0,0,0,15,37,22,0,0,0,50,14,9,0,0,0,0,0,0,0,0,0,7,19,0,0,0,22
Zotu5990,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0
Zotu5991,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,2,3,0,0,0,7,0,0,0,0,0,0,1,4,0,0,2,1,9,0
Zotu5992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu5993,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Zotu5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu5997,0,0,0,5,2,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,7,1,0,0,0,0
Zotu5998,0,0,0,6,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0
Zotu5999,0,1,0,0,0,0,0,0,0,3,0,0,22,0,1,0,0,0,7,2,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,6
Zotu6,4,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Zotu60,21,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7918,80,8401,0,3,0,0,0,0,6,0,0
Zotu600,0,0,2,8,10,44,19,2,4,7,33,12,5,1,1,35,99,83,13,5,2,12,10,41,2,0,16,8,4,4,8,8,32,0,31,7
Zotu6000,0,0,0,1,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0
Zotu6001,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6002,0,0,0,0,0,0,3,12,7,0,0,0,1,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4
Zotu6003,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu6004,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,7
Zotu6005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4
Zotu6006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0
Zotu6007,0,2,1,2,0,0,3,18,14,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu6008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6009,0,0,0,0,0,0,2,16,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu601,0,0,0,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,32,18,0,0,0,0,0,0,0,0,0,43,2,0,0,0,1
Zotu6010,0,0,0,0,0,0,3,5,5,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
