,DLSm01,DLSm02,DLSm03,DLSs01,DLSs02,DLSs03,DPSm01,DPSm02,DPSm03,DPSs202001,DPSs202002,DPSs202003,HLm01,HLm02,HLm03,HLs202001,HLs202002,HLs202003,SLTm01,SLTm02,SLTm03,SLTs202001,SLTs202002,SLTs202003,SLm01,SLm02,SLm03,SLs01,SLs02,SLs03,XSm01,XSm02,XSm03,XSs202001,XSs202002,XsSs202003
Zotu1007,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,215,100,0,0,0,0,0,0
Zotu10070,0,0,0,5,4,7,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0
Zotu10071,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,6,2,1
Zotu10072,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10073,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,6,1
Zotu10074,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
Zotu10075,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,2,0,0,0,0,0
Zotu10076,1,0,0,4,0,4,0,3,0,1,0,0,7,0,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1
Zotu10077,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10078,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,3
Zotu10079,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Zotu1008,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu10080,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu10081,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu10082,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10083,0,0,0,1,0,1,0,0,0,1,0,1,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,1,0,0
Zotu10084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10085,0,0,0,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10086,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,2,1,2,1,0,1,0,2,0,4,0
Zotu10087,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Zotu10088,0,0,0,1,0,4,0,0,0,2,0,2,3,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,3,3,2
Zotu10089,0,0,3,7,1,1,0,0,1,0,1,0,1,0,1,4,0,0,3,1,1,0,1,1,0,0,2,1,4,1,0,0,0,2,6,3
Zotu1009,0,0,0,0,0,0,0,0,1,65,243,50,0,0,0,1,1,0,0,3,1,46,3,0,0,0,1,0,1,0,0,0,0,0,58,1
Zotu10090,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Zotu10091,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Zotu10092,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
Zotu10093,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,2,10,0,2,0,0,0,2
Zotu10094,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1
Zotu10095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0
Zotu10096,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1
Zotu10097,0,0,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0
Zotu10098,0,0,0,3,0,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Zotu10099,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu101,97,122,135,1,0,0,147,88,2,0,0,0,316,640,448,3,3,48,0,83,17,4,0,0,1493,702,105,1,0,0,922,8091,790,0,0,0
Zotu1010,0,8,0,0,7,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,6,2,0,2,0,0,5,0,2,0,2
Zotu10100,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0
Zotu10101,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10102,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0
Zotu10103,0,0,0,8,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0
Zotu10104,0,0,0,3,33,33,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,7,3
Zotu10105,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
Zotu10106,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0
Zotu10107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0
Zotu10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Zotu10109,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Zotu1011,0,0,0,3,0,0,1,2,6,0,0,0,0,0,0,0,0,0,354,8,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
Zotu10110,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu10111,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10112,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10113,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10114,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10115,0,0,3,2,1,1,0,2,0,1,4,1,5,0,0,0,1,1,0,0,0,0,1,0,1,1,3,0,2,0,1,1,2,4,6,1
Zotu10116,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10117,0,0,0,4,30,143,1,0,0,3,5,0,0,0,0,10,0,0,0,0,2,4,8,6,5,1,1,10,3,4,0,0,4,17,24,10
Zotu10118,0,0,0,0,3,1,3,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,9
Zotu10119,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0
Zotu1012,4,0,1,0,0,0,1,0,3,0,0,0,5,0,0,71,57,546,0,0,0,34,0,0,1,5,3,1,0,2,0,0,9,0,0,0
Zotu10120,0,0,0,2,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10121,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
Zotu10122,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10123,0,0,0,2,90,3,0,0,0,1,3,0,0,0,0,7,1,0,0,0,0,0,7,4,0,0,1,3,1,1,0,0,0,16,13,9
Zotu10124,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1
Zotu10125,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10126,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Zotu10127,0,0,0,0,6,0,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,3,0,2,0,0,0,0,1,1
Zotu10128,0,0,0,4,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,3
Zotu10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1
Zotu1013,1,5,49,0,1,0,0,0,0,1,0,3,1,0,38,1,1,0,0,0,0,2,2,4,0,0,0,1,0,0,0,0,1,3,2,6
Zotu10130,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10131,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Zotu10132,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Zotu10133,0,0,14,29,3,11,0,19,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,20,40,0,0,1,0,9,11,0,0,0
Zotu10134,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,0
Zotu10135,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Zotu10136,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Zotu10137,0,0,0,8,1,108,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,1,0,0,0,0,3,1,1,0,0,0,1,0,4
Zotu10138,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Zotu10139,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu1014,2,4,37,1,0,6,0,356,0,2,0,1,122,4,4,23,10,155,0,1,2,16,8,4,11,4,3,20,2,7,171,43,62,42,10,9
Zotu10140,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10141,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10142,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,28,75,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0
Zotu10143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
Zotu10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu10145,0,0,0,3,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,7,6
Zotu10146,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10147,0,0,0,0,1,0,2,0,2,0,0,0,6,0,0,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10149,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Zotu1015,0,0,0,0,0,0,0,1,0,3,20,4,0,0,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,24
Zotu10150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Zotu10151,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10153,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu10154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,4
Zotu10155,0,0,1,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0
Zotu10156,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0
Zotu10157,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0
Zotu10158,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1
Zotu10159,1,0,0,0,3,15,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Zotu1016,0,0,0,6,1,4,1,1,0,166,112,86,0,0,0,4,7,1,2,0,5,69,6,2,1,7,0,30,7,6,1,6,1,82,45,37
Zotu10160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,12,0,2,0,0,0,1,0,0
Zotu10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0
Zotu10162,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Zotu10164,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
Zotu10166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu10167,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10168,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1017,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,2,0,5,0,0,0,1,17,9,0,0,0,0,0,0,0,0,0,17,4,0
Zotu10171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10173,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Zotu10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1018,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,57,29,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,29,1
Zotu10180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10181,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,12
Zotu10182,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10183,0,1,0,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,2,0,1,1,1,2,0,0,0,0
Zotu10186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10189,0,1,1,0,0,3,1,3,6,0,0,0,2,0,0,1,0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu1019,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu10190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10194,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10196,3,0,1,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0
Zotu10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1
Zotu10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2,1,1
Zotu10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
Zotu102,0,0,0,14,0,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0
Zotu1020,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,61,163,0,0,0,69,0,0,0,0,0,29,41,56
Zotu10200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10201,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,3,1,2,0,0
Zotu10202,0,2,1,0,1,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,1,2,1,0,0
Zotu10203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
Zotu10204,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1
Zotu10205,0,0,3,2,1,2,0,0,1,2,2,0,4,1,0,5,1,1,3,0,0,0,1,0,1,2,1,7,1,6,1,0,3,5,7,2
Zotu10206,0,2,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10208,0,0,0,1,0,0,2,0,0,0,0,1,3,0,3,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,3,0,0
Zotu10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu1021,1,0,38,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10210,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10212,0,1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10214,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu10216,0,19,4,0,0,0,0,2,1,0,0,0,37,109,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,39,5,17,0,0,0
Zotu10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
Zotu10218,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Zotu10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu1022,6,1,5,3,19,9,15,4,5,5,6,34,7,1,3,24,33,1,32,26,12,3,25,15,14,5,8,15,6,10,17,6,1,59,38,176
Zotu10220,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
Zotu10222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10224,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,3,8,1,0,0
Zotu10225,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
Zotu10227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Zotu10229,4,0,1,1,3,4,1,2,0,0,0,0,5,0,1,31,30,93,6,2,4,35,0,0,0,0,0,4,9,20,0,0,1,3,0,0
Zotu1023,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,804,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Zotu10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,4,6,5
Zotu10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,2
Zotu10232,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu10233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10234,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10235,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
