,DLSs01,DLSs02,DLSs03,DLSse01,DLSse02,DLSse03,DPSs202001,DPSs202002,DPSs202003,DPSse01,DPSse02,DPSse03,HLs202001,HLs202002,HLs202003,HLse01,HLse02,HLse03,SLTs202001,SLTs202002,SLTs202003,SLTse01,SLTse02,SLTse03,SLs01,SLs02,SLs03,SLse01,SLse02,SLse03,XSs202001,XSs202002,XSse01,XSse02,XSse03,XsSs202003
Zotu10153,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu10154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Zotu10155,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
Zotu10156,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,2,0,0,1,0,0,0
Zotu10157,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0
Zotu10158,1,0,7,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,2,0,0,0,1,1,0,1,0,0,0,1,3,1,0,0,1
Zotu10159,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu1016,6,1,4,1,0,0,166,112,86,0,0,0,4,7,1,0,0,2,69,6,2,0,0,1,30,7,6,0,0,0,82,45,2,0,0,37
Zotu10160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0
Zotu10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,0,0,0
Zotu10162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
Zotu10164,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10165,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,2,1,0,0
Zotu10166,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10167,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10168,0,0,0,6,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,8,0
Zotu1017,0,0,0,0,0,0,8,1,1,3,1,16,2,0,5,0,0,0,1,17,9,3,0,0,0,0,0,0,0,0,17,4,0,0,0,0
Zotu10170,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,6,0,0,0,0,0,0
Zotu10171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10172,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,4,0,0,0,4,6,2,0
Zotu10173,0,0,0,0,3,0,1,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10174,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0
Zotu10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,2,0
Zotu10176,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,2,0,0
Zotu10177,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,0,0,1,0,0
Zotu10178,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10179,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1018,0,0,0,0,0,0,0,23,0,0,0,0,1,57,29,0,0,1,0,23,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1
Zotu10180,0,0,0,0,15,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,24,0,1,0
Zotu10181,0,0,0,3,7,2,0,0,2,0,0,1,0,27,1,0,0,0,0,0,0,0,0,0,2,0,1,2,16,28,1,1,1,2,2,12
Zotu10182,0,0,0,0,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,0,0,0,3,1,0
Zotu10183,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu10185,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu10186,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
Zotu10187,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0
Zotu10188,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10189,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1019,0,0,0,0,0,0,0,1,0,10,4,377,0,0,0,0,0,0,0,0,0,6,7,11,0,0,5,0,0,1,0,0,0,0,1,0
Zotu10190,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0
Zotu10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,8,0,0,1,0,1,0
Zotu10192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10193,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,9,3,0
Zotu10194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zotu10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1
Zotu102,14,0,2,3,4,1,1,0,0,1000,637,1740,0,0,0,11397,46,660,0,0,0,43,9,25,4,2,3,21,29,140,0,0,53,297,117,0
Zotu1020,1,0,0,0,0,0,0,0,0,1,0,0,46,2,0,0,0,0,0,61,163,0,0,0,69,0,0,0,0,0,29,41,1,0,0,56
Zotu10200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10201,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu10202,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0
Zotu10204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10205,2,1,2,0,0,0,2,2,0,2,0,0,5,1,1,0,0,0,0,1,0,0,0,0,7,1,6,0,0,0,5,7,0,0,0,2
Zotu10206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10208,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Zotu10210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10212,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10218,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zotu1022,3,19,9,1,1,1,5,6,34,1,0,0,24,33,1,1,0,0,3,25,15,1,0,0,15,6,10,1,0,0,59,38,3,0,2,176
Zotu10221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10225,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1
Zotu10229,1,3,4,1,1,0,0,0,0,0,0,1,31,30,93,0,2,0,35,0,0,0,0,0,4,9,20,0,0,0,3,0,0,0,0,0
Zotu1023,0,0,0,0,0,0,1,0,52,0,0,0,0,804,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Zotu10230,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5
Zotu10231,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2
Zotu10232,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0
Zotu10233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10234,0,0,0,0,0,0,1,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10235,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zotu10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10237,0,0,0,0,0,0,0,0,2,0,0,0,19,16,5,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Zotu10238,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0
Zotu10239,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Zotu10240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu10246,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,5
Zotu10247,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,0,3
Zotu10248,0,0,0,0,0,0,3,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10249,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu1025,3,0,2,5,10,7,0,0,1,27,39,137,1,41,17,21,20,37,0,5,1,11,14,14,1,1,6,20,66,32,1,3,8,125,38,12
Zotu10250,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10251,0,0,0,0,0,0,77,31,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,22,7,0,0,0,3
Zotu10252,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zotu10254,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
Zotu10255,0,0,0,0,0,0,3,2,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2
Zotu10256,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10257,0,0,0,0,0,0,1,13,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10258,2,0,4,7,21,4,0,7,1,7,0,2,16,20,16,21,27,30,18,49,15,25,6,8,12,2,5,3,3,4,5,12,48,8,8,15
Zotu10259,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu1026,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,2,3,9,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10261,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu10262,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
Zotu10263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2
Zotu10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10265,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
Zotu10267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3
Zotu10268,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2
Zotu10269,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4
Zotu1027,1,1,1,0,0,0,187,396,566,0,0,0,6,34,0,0,0,0,173,8,8,0,0,0,8,1,4,0,0,0,10,100,0,0,0,112
Zotu10270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,1,7,0,0,0,15
Zotu10271,0,0,0,0,0,0,5,19,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
Zotu10272,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,1,5,0,4,0,3
Zotu10273,0,3,0,0,0,2,3,21,29,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Zotu10274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10275,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Zotu10276,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
Zotu10277,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu10278,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Zotu10279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1028,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0
Zotu10280,0,5,1,0,0,0,25,13,20,0,0,0,27,3,0,0,0,0,6,18,13,0,0,0,0,0,0,0,0,0,51,65,0,0,0,56
Zotu10281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10282,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Zotu10283,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Zotu10285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10286,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
Zotu10287,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu1029,3,17,49,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,4,5,7,0,0,0,3,2,0,1,0,1
Zotu10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10291,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10292,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10293,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,0
Zotu10296,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,6
Zotu10298,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10299,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,5,0,0,0,1,0,0,0,0,1
Zotu103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1030,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,0,86,67,0,0,0,57
Zotu10300,1,0,0,0,0,0,1,6,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Zotu10301,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,2,0,0
Zotu10302,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4
Zotu10303,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10304,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
Zotu10305,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10306,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,0,0,0,4
Zotu10307,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Zotu10308,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,3
Zotu10309,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
Zotu1031,1,0,0,8,0,4,0,1,0,0,0,0,5,9,1,1,0,0,1,1,0,0,0,0,15,4,0,3,3,0,1,0,0,0,0,7
Zotu10310,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu10311,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10315,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Zotu10316,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu10317,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
Zotu10318,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
Zotu10319,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
Zotu1032,0,0,1,0,0,0,0,0,0,0,0,0,29,3,1,0,0,0,0,50,194,0,0,0,1,22,5,0,0,0,32,51,0,0,0,51
Zotu10320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu10321,0,0,0,0,0,0,0,0,0,14,25,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0
Zotu10322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
Zotu10323,0,0,0,0,0,0,0,0,0,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu10324,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10325,0,0,0,0,0,0,0,0,0,90,4,3,0,0,0,0,0,0,0,0,0,3,4,2,3,0,0,0,0,0,0,0,1,0,0,0
Zotu10326,0,0,0,0,0,1,0,0,0,29,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,1,3,0
Zotu10327,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
