,DLSs01,DLSs02,DLSs03,DLSw202001,DLSw202002,DLSw202003,DPSs202001,DPSs202002,DPSs202003,DPSw202001,DPSw202002,DPSw202003,HLs202001,HLs202002,HLs202003,HLw202001,HLw202002,HLw202003,SLTs202001,SLTs202002,SLTs202003,SLTw202001,SLTw202002,SLTw202003,SLs01,SLs02,SLs03,SLw202001,SLw202002,SLw202003,XSs202001,XSs202002,XSw202001,XSw202002,XSw202003,XsSs202003
Zotu10076,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
Zotu10077,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10078,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3
Zotu10079,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1008,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Zotu10080,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu10081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
Zotu10082,16,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10083,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Zotu10085,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10086,4,1,2,1,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,4,0,0,1,0
Zotu10087,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Zotu10088,1,0,4,0,2,0,2,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,2,2
Zotu10089,7,1,1,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,1,1,1,0,0,1,4,1,0,1,0,2,6,0,1,0,3
Zotu1009,0,0,0,0,33,44,65,243,50,0,0,0,1,1,0,27,0,0,46,3,0,29,0,0,0,1,0,0,12,1,0,58,0,0,0,1
Zotu10090,1,0,2,2,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10091,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu10092,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
Zotu10093,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,2,10,0,0,0,0,0,0,0,0,2
Zotu10094,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1
Zotu10095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0
Zotu10096,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1
Zotu10097,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0
Zotu10098,3,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
Zotu10099,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu101,1,0,0,3,0,0,0,0,0,0,0,0,3,3,48,2,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
Zotu1010,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
Zotu10100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0
Zotu10101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10102,5,0,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu10103,8,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,1,0,0,0,1,0,0
Zotu10104,3,33,33,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,7,0,0,0,3
Zotu10105,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
Zotu10106,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Zotu10107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0
Zotu10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Zotu10109,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Zotu1011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Zotu10110,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu10111,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10112,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10113,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10114,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10115,2,1,1,1,0,2,1,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,6,0,0,0,1
Zotu10116,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10117,4,30,143,0,0,0,3,5,0,0,0,1,10,0,0,1,0,0,4,8,6,3,0,0,10,3,4,1,3,0,17,24,0,0,1,10
Zotu10118,0,3,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,1,0,0,0,9
Zotu10119,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu1012,0,0,0,16,0,0,0,0,0,0,0,0,71,57,546,36,0,0,34,0,0,0,1,26,1,0,2,0,0,0,0,0,19,23,32,0
Zotu10120,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10121,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3
Zotu10122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10123,2,90,3,0,0,1,1,3,0,0,0,0,7,1,0,0,0,0,0,7,4,1,0,0,3,1,1,2,1,1,16,13,0,0,0,9
Zotu10124,0,3,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,1
Zotu10125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10126,0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu10127,0,6,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,3,0,2,0,0,0,0,1,0,1,0,1
Zotu10128,4,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,1,2,0,0,0,3
Zotu10129,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,0,0,0,1
Zotu1013,0,1,0,2,1,1,1,0,3,0,1,0,1,1,0,0,0,2,2,2,4,0,1,0,1,0,0,1,1,0,3,2,2,0,0,6
Zotu10130,0,0,15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10132,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0
Zotu10133,29,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10134,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0
Zotu10135,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10136,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10137,8,1,108,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,1,1,0,0,1,0,4
Zotu10138,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
Zotu10139,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1014,1,0,6,10,0,0,2,0,1,0,0,2,23,10,155,8,0,1,16,8,4,0,0,9,20,2,7,4,0,1,42,10,0,3,11,9
Zotu10140,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10141,1,1,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10142,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu10145,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,7,0,0,0,6
Zotu10146,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10149,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Zotu1015,0,0,0,33,0,0,3,20,4,0,0,4,1,20,2,21,39,44,0,0,0,19,19,0,0,0,0,114,161,150,6,28,0,0,1,24
Zotu10150,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
Zotu10151,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10152,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10153,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu10154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4
Zotu10155,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0
Zotu10156,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0
Zotu10157,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0
Zotu10158,1,0,7,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,1
Zotu10159,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu1016,6,1,4,1,26,43,166,112,86,0,0,17,4,7,1,4,0,1,69,6,2,4,10,1,30,7,6,15,8,3,82,45,0,0,23,37
Zotu10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0
Zotu10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0
Zotu10162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10164,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10167,0,0,0,4,2,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10168,0,0,0,3,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
Zotu1017,0,0,0,6,10,10,8,1,1,149,147,210,2,0,5,30,20,19,1,17,9,53,43,25,0,0,0,45,5,2,17,4,15,30,11,0
Zotu10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Zotu10173,0,0,0,1,0,4,1,0,4,0,3,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
Zotu10175,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10177,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
Zotu10178,0,0,0,10,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1018,0,0,0,15,12,2,0,23,0,22,10,10,1,57,29,209,141,56,0,23,3,38,16,12,0,0,0,32,46,24,0,29,38,38,28,1
Zotu10181,0,0,0,0,0,0,0,0,2,0,0,0,0,27,1,3,0,0,0,0,0,0,6,0,2,0,1,0,0,6,1,1,3,4,4,12
Zotu10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu10188,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,1,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10189,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu1019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0
Zotu10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10193,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Zotu10197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Zotu10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1
Zotu102,14,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0
Zotu1020,1,0,0,0,0,39,0,0,0,2,28,0,46,2,0,0,1,44,0,61,163,0,0,0,69,0,0,0,0,0,29,41,1,50,0,56
Zotu10200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10201,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu10202,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0
Zotu10204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10205,2,1,2,0,0,0,2,2,0,0,0,0,5,1,1,0,0,0,0,1,0,0,1,0,7,1,6,1,0,0,5,7,0,0,1,2
Zotu10206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10208,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Zotu1021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10212,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10218,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu1022,3,19,9,0,0,0,5,6,34,0,0,2,24,33,1,7,0,1,3,25,15,2,19,0,15,6,10,4,3,20,59,38,0,0,4,176
Zotu10221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10225,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Zotu10226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10228,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,4,1,4,0,0,1,1
Zotu10229,1,3,4,27,0,0,0,0,0,0,0,0,31,30,93,20,0,0,35,0,0,0,0,18,4,9,20,3,0,0,3,0,16,15,25,0
Zotu1023,0,0,0,0,0,0,1,0,52,0,0,0,0,804,28,28,0,0,0,0,0,0,38,0,0,0,0,0,0,43,0,0,21,31,24,52
Zotu10230,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,4,6,0,0,0,5
Zotu10231,0,0,0,5,0,0,0,0,0,0,0,0,16,0,3,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,2
Zotu10232,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,2,4,2,0,3,0,0,0,0
Zotu10233,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,3,1,3,0,0,0,0,0,0
Zotu10234,0,0,0,1,0,1,1,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10235,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1
Zotu10236,0,0,0,1,0,0,0,0,0,0,2,3,0,0,3,0,1,1,1,0,0,3,4,4,0,0,0,0,0,1,0,1,0,0,0,0
Zotu10237,0,0,0,1,0,0,0,0,2,0,0,0,19,16,5,0,0,0,1,1,2,0,4,1,0,0,0,0,0,0,0,1,0,1,1,8
Zotu10238,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,8,1,4,0,0,0,3,1,0,0,0,0,0,2,1,0,0,1,0,2,0
Zotu10239,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1
Zotu10240,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,3,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,2,1,3,0,0
Zotu10241,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10242,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu10243,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1
Zotu10245,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Zotu10246,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,5
Zotu10247,0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,3
Zotu10248,0,0,0,0,0,2,3,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10249,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Zotu1025,3,0,2,0,1,0,0,0,1,0,2,0,1,41,17,7,1,1,0,5,1,0,4,0,1,1,6,0,0,9,1,3,10,6,9,12
Zotu10250,0,0,0,0,1,1,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10251,0,0,0,0,8,10,77,31,20,0,0,3,0,0,0,5,0,0,6,0,0,2,3,0,1,1,0,16,2,4,22,7,0,0,4,3
Zotu10252,0,0,0,0,1,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0
Zotu10253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zotu10254,0,0,0,0,1,2,0,0,0,0,2,0,2,2,3,1,0,2,0,4,4,0,1,0,0,0,0,1,0,1,2,1,1,1,0,3
Zotu10255,0,0,0,0,2,0,3,2,4,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2
Zotu10256,0,0,0,0,3,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10257,0,0,0,0,3,1,1,13,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10258,2,0,4,9,19,10,0,7,1,8,6,0,16,20,16,32,25,12,18,49,15,6,4,4,12,2,5,0,11,5,5,12,9,14,3,15
Zotu10259,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Zotu1026,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10260,0,0,0,0,1,0,0,0,0,4,3,5,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Zotu10261,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10262,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0
Zotu10263,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2
