,DLSw01,DLSw02,DLSw03,DPSw01,DPSw02,DPSw03,HLw01,HLw02,HLw03,SLTw01,SLTw02,SLTw03,SLw01,SLw02,SLw03,XSw01,XSw02,XSw03
otu842,140,29,96,180,154,135,12,0,7,24,7,7,13,28,8,6,6,1
otu8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
otu8422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8427,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu8428,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,9,2,7
otu8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu843,203,149,68,121,2,1,8,1,5,1,5,6,15,18,9,2,5,0
otu8436,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8439,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
otu844,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8442,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
otu8443,0,0,0,5,1,1,2,3,1,0,0,0,0,0,0,0,0,0
otu8446,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu845,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu8453,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,8
otu8454,0,0,6,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0
otu8456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2
otu8459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8460,0,0,0,0,2,0,1,0,0,7,7,0,0,0,0,0,0,0
otu8463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8467,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu847,3,0,2,0,0,0,1,3,0,0,3,1,0,0,1,0,1,0
otu8471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8472,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
otu8474,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8475,0,0,9,0,2,0,0,0,0,1,1,2,0,3,0,1,2,0
otu8476,0,1,0,1,2,2,0,1,0,3,1,4,0,1,0,2,3,0
otu8479,0,0,0,0,1,0,1,0,0,0,0,0,8,5,18,0,0,0
otu848,43,13,28,88,2,0,0,0,6,2,3,0,138,10,6,1,3,0
otu8480,1,5,3,4,0,0,0,1,0,0,0,0,0,0,0,3,22,1
otu8481,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8482,0,1,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0
otu8483,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu8484,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8485,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
otu8486,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
otu8487,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu849,0,0,4,0,0,0,1,1,0,1,2,2,0,0,1,0,0,0
otu8490,0,0,1,1,6,6,0,0,0,0,2,1,0,0,0,0,0,0
otu8493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8496,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
otu8498,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu85,0,0,1,0,0,0,0,0,0,4,0,4,5,1,0,1,0,0
otu850,32,8,4,3,1,5,0,3,1,8,314,1,0,32,2,0,0,0
otu8504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu8506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8507,0,0,0,0,0,1,0,0,0,10,5,4,1,0,1,0,0,0
otu8508,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
otu8509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu851,0,2,9,9,0,0,0,0,0,0,1,1,4,2,0,0,1,0
otu8510,0,0,2,3,0,0,0,0,1,12,1,0,1,0,0,0,3,0
otu8511,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu8512,0,0,0,0,3,0,0,0,0,2,1,7,0,2,4,2,0,1
otu8514,0,1,1,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0
otu8515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8516,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu8518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu852,1,0,1,0,0,2,2,0,0,1,2,11,0,0,1,1,1,1
otu8521,15,10,4,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0
otu8523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8524,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,4,0,0
otu8525,0,0,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8526,0,0,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0
otu8527,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0
otu8528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
otu8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu853,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,1
otu8531,0,0,0,0,1,0,0,0,0,9,8,2,0,0,0,0,0,0
otu8532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8533,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
otu8534,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
otu8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
otu854,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0
otu8540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
otu8544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8547,0,0,5,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0
otu8549,17,4,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu855,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8550,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0
otu8552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8554,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu8556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
otu8557,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
otu8558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
otu8559,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu856,1,6,5,1,0,4,3,1,1,7,5,4,1,5,0,7,4,8
otu8561,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0
otu8562,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,2,1,0
otu8563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8566,0,0,0,0,8,7,0,0,0,2,3,4,0,0,0,0,0,0
otu8567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8568,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
otu857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8571,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8576,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,1,0
otu8578,1,1,1,1,0,0,0,0,0,3,1,0,2,0,2,1,1,0
otu858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu8584,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8586,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
otu8587,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
otu8588,0,0,11,15,0,1,0,1,0,0,0,0,4,1,2,0,0,0
otu8589,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu859,5,5,1,3,11,14,8,3,4,1,9,1,156,287,77,63,336,201
otu8590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu8594,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0
otu8595,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu8597,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
otu86,5,6,6,3,2,6,15,7,1,17,19,11,14,5,3,9,15,10
otu860,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8601,13,6,2,6,0,0,0,0,0,0,0,0,0,4,0,0,6,2
otu8602,0,56,2,1,0,0,0,0,1,0,2,0,3,2,0,0,0,0
otu8603,0,1,0,0,0,0,11,2,6,0,0,0,4,0,0,1,0,0
otu8604,0,0,0,0,0,0,1,0,0,0,0,0,0,34,18,0,0,0
otu8605,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8606,0,0,1,1,5,6,0,0,1,0,0,0,0,0,0,0,1,0
otu8607,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,4,2,9
otu8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu861,3,2,25,7,78,192,12,1,1,14,10,3,30,58,52,85,168,183
otu8611,0,1,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0
otu8614,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
otu8619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
otu862,0,0,0,13,15,33,16,0,0,377,18,25,25,4,18,0,0,0
otu8621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8627,0,0,0,1,0,0,0,0,1,0,1,6,0,4,7,0,0,4
otu863,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,1,0,0
otu8630,0,0,7,1,0,0,0,1,0,0,0,7,0,0,0,0,5,1
otu8631,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
otu8632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8634,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
otu8635,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0
otu8637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu864,0,0,0,0,0,0,0,0,1,7,0,0,4,0,2,0,0,0
otu8640,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8641,0,0,0,2,1,0,0,0,1,0,5,6,0,0,2,6,0,0
otu8642,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
otu8647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu8648,0,1,1,0,0,0,0,0,0,0,0,0,14,19,0,0,1,0
otu8649,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu865,7,12,51,26,131,82,3,1,4,24,9,7,102,328,175,0,9,5
otu8650,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8651,0,0,1,11,0,0,0,1,0,0,5,11,0,0,0,0,0,0
otu8653,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8655,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
otu8656,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu8657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8658,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
otu8659,0,0,1,1,0,1,0,0,0,1,0,13,0,0,0,5,2,0
otu866,0,2,1,0,0,6,2,2,0,4,2,4,7,4,1,2,2,0
otu8661,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8662,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0
otu8668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu867,0,0,1,6,3,7,9,6,2,0,0,0,5,10,0,195,347,207
otu8673,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8675,0,0,0,0,0,1,1,0,0,7,1,0,5,2,1,0,0,0
otu8676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8677,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8678,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8680,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8684,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8687,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0
otu8688,0,0,5,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0
otu8689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,18
otu869,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,7,0,0
otu8690,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu8691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8692,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8695,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0
otu8696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu87,5,3,3,5,1,6,7,7,1,18,12,3,6,5,2,6,8,9
otu870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8700,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
otu8702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu871,0,0,0,14,15,34,20,0,0,382,27,12,0,0,17,0,0,1
otu8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8711,0,0,0,0,3,1,0,0,0,0,4,1,1,0,0,2,1,1
otu8713,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
otu8714,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu8716,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu8717,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu872,12,0,0,0,0,0,12,3,0,0,17,0,0,0,0,7,11,18
otu8723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu873,0,1,1,6,1,0,13,0,4,3,2,0,1,2,8,5,5,1
otu8730,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1,1
otu8734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8736,0,0,0,0,0,2,0,0,0,6,10,0,0,0,4,0,0,0
otu8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8738,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
otu8739,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,5,0,0
otu874,0,0,6,6,5,0,12,0,6,2,0,0,7,0,7,10,9,1
otu8740,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3
otu8741,1,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,5,4
otu8743,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8744,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,2
otu8745,9,1,1,4,0,0,0,1,1,0,2,0,2,3,0,0,0,0
otu8746,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0
otu8747,7,5,2,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu8749,0,0,0,0,1,0,0,0,0,0,12,0,3,0,0,0,0,0
otu875,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
otu8754,0,0,0,0,9,7,0,0,0,0,1,0,0,1,0,0,0,0
otu8755,0,0,8,9,1,1,0,0,0,0,4,0,0,0,0,0,0,1
otu8757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8758,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,2,3,0
otu8759,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
otu876,0,1,0,1,0,0,0,0,0,0,2,3,0,1,1,1,0,0
otu8760,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8764,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9,1,4
otu8767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu8769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu877,2,1,1,0,0,0,3,1,0,0,1,2,0,0,1,0,0,0
otu8773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
otu8775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8776,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
otu8777,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
otu878,2,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0
otu8780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8781,1,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,5,0
otu8782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6
otu8788,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu8789,0,0,0,0,0,1,0,1,0,0,0,44,0,0,0,0,0,0
otu8790,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
otu8791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8793,0,0,0,2,3,4,0,0,0,1,0,0,0,2,6,0,0,0
otu8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu8795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8799,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
otu88,25,187,5,35,1,3,1365,3690,1815,28,6,142,31,62,49,120,133,134
otu880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
otu8801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otu8802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8807,0,0,2,1,1,2,0,0,0,3,0,0,0,0,2,0,0,0
otu8809,0,0,0,1,7,3,0,0,0,0,0,0,1,0,1,0,1,0
otu881,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,2,0,0
otu8811,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
otu8813,0,0,0,0,0,0,1,0,0,0,10,1,4,0,0,2,0,0
otu8816,2,0,7,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0
otu8817,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
otu8819,7,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu882,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otu8820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8823,0,0,1,21,0,2,0,0,2,0,0,0,0,0,0,0,0,0
otu8824,0,0,1,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0
otu8825,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu883,0,9,2,3,3,2,11,4,1,51,10,10,0,3,2,1,1,2
otu8830,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,2,0,0
otu8831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8839,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu8845,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
otu8846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otu8847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu885,2,2,3,15,8,8,20,7,1,0,0,0,59,32,45,240,315,150
otu8850,0,0,0,2,0,0,0,0,1,0,0,0,0,2,7,0,0,0
otu8851,1,1,0,0,0,1,0,0,0,6,1,9,4,0,1,1,1,1
otu8852,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,5,3
otu8855,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0
otu8856,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
otu8858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8859,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
otu886,0,1,113,37,224,382,1,0,2,32,9,6,30,53,1,0,9,9
otu8861,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8862,0,0,2,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0
otu8863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu8864,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0
otu8865,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu8869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu887,127,99,50,131,163,112,2,0,3,15,6,2,11,30,13,21,10,19
otu8870,0,0,0,0,0,0,0,0,0,8,2,0,1,1,5,0,0,0
otu8872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8873,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu8876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8879,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu888,0,2,2,0,13,11,8,10,12,13,3,0,3,0,0,0,0,1
otu8883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8888,1,0,0,1,0,1,0,0,0,0,6,5,1,0,0,1,0,0
otu8889,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
otu889,0,2,0,18,11,18,9,8,0,138,229,313,0,0,4,0,0,0
otu8892,0,4,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,5
otu8894,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0
otu8896,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu8898,0,0,0,1,1,0,0,0,0,0,18,0,0,0,0,0,0,0
otu8899,19,6,3,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0
otu89,3,4,42,4,48,147,68,3,2,38,15,5,54,163,53,3,136,139
otu890,4,0,0,0,0,3,5,1,0,0,3,1,0,6,0,5,4,6
otu8900,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8901,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0
otu8902,1,5,0,0,2,1,1,0,0,3,1,2,0,0,1,0,1,1
otu8903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8908,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1
otu891,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0
otu8910,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu8912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
otu8913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu8915,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,14,2
otu8916,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1
otu8917,0,0,2,1,8,7,0,0,0,0,1,1,0,0,0,0,0,1
otu8918,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
otu8919,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8920,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu8923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu8925,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0
otu8927,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8928,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu893,0,0,0,0,0,13,0,0,2,0,3,0,0,10,1,0,0,7
otu8930,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,5,0
otu8935,0,1,0,0,0,0,0,0,1,0,0,0,4,2,14,0,1,0
otu8938,0,5,1,1,0,4,1,1,0,0,0,0,4,1,0,0,4,0
otu8939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu894,19,20,48,481,1,3,5,1,6,1,0,0,106,74,111,6,25,30
otu8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
