,DLSse01,DLSse02,DLSse03,DPSse01,DPSse02,DPSse03,HLse01,HLse02,HLse03,SLTse01,SLTse02,SLTse03,SLse01,SLse02,SLse03,XSse01,XSse02,XSse03
otu355,43,35,58,1,77,0,1,0,0,0,0,1,94,324,87,0,76,0
otu3550,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0
otu3551,9,0,0,0,0,0,16,1,0,11,0,0,1,0,0,0,0,0
otu3552,0,2,2,0,1,0,0,0,0,0,0,0,2,7,0,0,2,0
otu3553,0,0,0,8,7,22,0,0,0,6,7,4,0,0,4,0,1,0
otu3554,2,1,0,0,1,0,47,23,6,5,5,1,0,0,1,5,3,5
otu3555,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu3556,0,0,1,5,4,13,0,1,3,0,1,1,10,1,12,6,1,13
otu3557,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
otu3558,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu356,3,6,5,23,5,0,0,1,0,0,1,0,45,82,4,31,2,0
otu3560,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0
otu3561,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,2,0
otu3562,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,3
otu3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu35638,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu3564,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu3565,0,0,0,0,0,0,5,0,2,0,0,4,0,0,0,1,1,1
otu3566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3567,0,1,0,0,1,1,0,0,0,0,1,0,0,4,1,0,0,2
otu3568,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0
otu35688,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
otu357,38,30,13,3,12,2,20,27,3,38,24,13,2,7,1,7,17,0
otu3570,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
otu3571,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu35710,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,3,0,0
otu3572,0,0,3,0,0,0,0,0,7,1,0,9,1,0,1,0,0,0
otu35723,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
otu3573,5,1,0,1,1,1,39,30,15,3,1,1,0,0,0,4,5,5
otu3574,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
otu3575,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,16,4,2
otu3576,0,0,3,0,0,0,1,4,88,0,0,6,0,0,0,11,7,5
otu3577,1,0,0,4,0,1,1,0,0,0,0,0,2,6,1,5,0,0
otu3578,0,1,1,5,5,9,6,2,2,1,2,19,1,1,3,2,20,4
otu358,289,347,379,1,0,0,88,97,88,26,24,40,44,0,51,1,1,0
otu3580,0,0,0,0,0,0,1,3,18,0,0,2,0,0,0,2,1,0
otu3581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3584,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,79,0
otu3585,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3586,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
otu3587,3,7,0,0,0,0,13,39,15,1,5,0,0,0,0,5,6,4
otu3588,0,0,0,0,0,0,0,0,98,0,0,3,0,0,0,0,0,0
otu359,4,3,3,5,1,11,0,0,0,0,0,1,12,9,27,3,0,10
otu3590,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu3592,10,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0
otu3593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3594,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,6,0,0
otu3595,1,0,0,4,6,17,0,0,0,6,4,2,1,0,3,1,3,2
otu3596,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0
otu35960,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,0,0,0
otu3597,0,6,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0
otu3599,0,1,1,0,1,2,0,0,0,0,0,0,4,2,2,0,0,1
otu36,233,82,572,994,1176,4028,596,345,1157,1574,330,5339,446,488,1756,1113,2354,3846
otu360,0,0,6,2,37,71,57,64,88,1,3,63,0,0,46,113,716,776
otu3600,0,3,1,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0
otu3601,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu36014,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
otu3602,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0,3,0,0
otu3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
otu36040,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu3605,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,3,0,0
otu36051,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
otu36054,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
otu3606,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3607,4,4,6,1,2,2,8,13,6,24,5,20,8,1,5,7,28,18
otu3609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu361,95,84,72,20,1,48,2,3,0,17,3,1,528,133,515,47,1,59
otu3610,6,1,1,1,2,0,0,1,0,0,0,0,3,8,1,1,3,0
otu3612,7,4,6,0,0,0,3,2,5,3,0,2,3,0,2,1,0,0
otu3613,2,3,0,0,1,0,2,8,1,1,1,0,0,0,0,1,14,2
otu3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu3615,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
otu3616,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0
otu3617,14,1,1,0,0,1,8,0,1,6,0,2,0,0,0,0,0,0
otu3618,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
otu3619,3,2,0,1,0,1,0,2,0,1,4,0,2,0,0,2,1,0
otu362,76,42,53,31,17,166,29,36,32,54,22,84,173,140,507,43,60,246
otu3620,1,1,1,1,0,6,0,0,0,6,0,2,4,0,21,5,2,8
otu3621,0,0,5,8,10,8,0,2,3,3,2,59,0,0,0,0,8,0
otu3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu3625,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3627,4,1,1,0,0,0,28,25,8,2,1,0,0,0,0,6,9,3
otu3628,2,0,0,0,0,1,2,0,0,2,0,0,1,3,1,0,0,2
otu3629,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
otu363,0,0,0,274,39,12,0,0,0,6,1,11,5,0,0,12,1,0
otu3630,12,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0
otu3631,1,4,0,4,1,2,0,0,0,4,1,0,2,1,4,0,0,0
otu3632,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
otu3633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu3635,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0
otu3637,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0
otu3638,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0
otu3639,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0
otu364,2,0,1,3,1,4,11,1,5,6,2,3,0,2,5,1,14,2
otu3641,3,0,1,3,9,13,3,0,3,19,3,10,1,1,5,0,2,2
otu3643,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
otu3644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
otu3646,0,14,0,0,0,0,0,9,2,0,5,1,0,0,0,0,0,0
otu3647,4,1,0,0,9,1,37,16,7,4,0,3,0,0,0,3,12,2
otu3648,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0
otu3649,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
otu365,28,6,16,11,7,4,14,4,13,15,3,27,22,10,0,8,8,1
otu3650,6,4,2,0,0,0,8,2,2,7,1,2,0,0,0,0,0,0
otu3651,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu3652,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,16,4,1
otu3654,0,0,0,8,0,4,1,0,0,0,0,0,10,2,2,6,2,2
otu3655,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
otu3656,0,0,0,1,1,1,2,3,2,0,0,13,6,0,4,3,9,25
otu36568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0
otu3657,2,1,0,1,2,0,0,2,0,4,0,0,0,0,0,1,0,0
otu3658,0,6,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0
otu3659,5,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0
otu366,4,1,0,394,124,405,5,1,2,213,106,133,61,1,46,46,22,37
otu3660,10,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0
otu3661,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
otu3662,0,0,5,0,0,0,3,1,15,0,0,2,0,0,1,2,2,5
otu3664,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu3665,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
otu3666,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
otu36680,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu36698,663,725,781,0,0,0,143,160,165,50,33,57,86,0,141,0,1,0
otu367,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu3670,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,11
otu3671,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu3672,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,2,0
otu3673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3675,0,0,0,2,0,0,0,0,0,0,3,138,0,0,0,0,0,0
otu3677,0,0,1,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0
otu3678,2,0,0,0,0,3,0,0,0,0,0,0,5,2,3,1,0,1
otu3679,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
otu368,6,2,18,0,0,0,48,21,102,5,0,10,0,1,0,27,29,13
otu3681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
otu3682,0,0,0,1,4,15,0,0,0,3,0,3,0,0,0,1,4,0
otu3683,12,11,0,1,2,1,3,3,3,9,5,1,1,0,1,14,2,1
otu3684,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
otu3685,1,4,0,1,0,4,0,0,0,0,1,0,10,2,18,4,0,1
otu3687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3688,0,0,0,11,26,16,0,0,0,3,4,2,0,0,0,1,3,0
otu3689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu369,116,88,91,21,1,36,4,3,3,31,8,0,601,74,443,102,4,73
otu3690,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0
otu3691,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu3692,0,1,1,2,0,2,0,0,0,0,0,1,4,3,1,3,0,1
otu3693,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
otu3694,0,0,0,1,1,3,0,3,3,0,1,6,0,0,5,2,9,21
otu3695,0,0,0,3,0,0,3,8,1,0,0,0,5,0,0,57,10,9
otu3696,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3698,0,3,8,0,0,0,0,4,9,0,2,8,0,0,0,0,0,0
otu3699,25,1,15,0,0,0,3,0,3,6,0,3,6,0,2,0,0,0
otu37,498,533,584,2,593,5,2,3,3,2,0,4,1066,3256,831,5,718,3
otu370,1,0,5,7,44,146,87,61,106,3,0,46,0,0,82,133,513,784
otu3700,3,5,2,0,0,0,0,0,0,0,0,0,1,14,3,0,2,0
otu3701,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
otu3702,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
otu3703,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3704,0,0,1,4,2,0,0,0,1,0,0,1,10,0,0,4,0,0
otu3706,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,4
otu3709,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
otu371,0,0,0,2,16,0,0,1,0,1,0,0,0,20,1,0,42,0
otu3715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu3716,21,24,18,0,0,0,10,23,17,0,1,1,7,0,3,3,1,3
otu3717,2,0,0,0,2,1,3,0,1,9,3,2,0,0,1,2,0,0
otu3718,1,0,1,0,1,0,3,2,0,0,0,3,0,0,1,0,1,0
otu3719,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
otu372,0,0,0,1,0,0,0,0,0,1,0,0,1,20,0,2,1,0
otu3720,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
otu3721,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0
otu3722,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3723,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
otu3724,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3725,3,1,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
otu3728,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3729,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
otu373,19,22,25,15,7,16,99,110,123,12,5,12,5,0,3,25,19,19
otu3730,0,0,3,4,5,6,0,0,5,3,5,57,0,0,0,1,0,0
otu3731,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
otu3732,0,0,4,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0
otu3733,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3735,8,2,1,0,2,0,4,3,0,5,0,0,5,0,0,3,1,0
otu3738,3,1,1,0,0,0,30,19,4,1,0,0,0,0,0,5,6,6
otu374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3740,3,0,5,2,0,0,3,0,2,4,0,3,2,0,0,2,0,0
otu3741,4,13,12,0,0,0,6,11,8,1,0,0,3,0,1,0,3,2
otu3742,0,0,0,22,3,11,0,0,1,4,1,5,3,0,1,2,9,1
otu3743,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0
otu3744,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,2,0
otu3745,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
otu3746,0,0,2,0,0,0,2,1,67,0,1,6,0,0,0,6,6,4
otu3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3749,0,1,2,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0
otu375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
otu3750,5,2,2,1,0,5,0,0,0,0,0,0,7,4,18,1,0,7
otu3751,0,1,0,5,0,0,2,0,0,2,0,0,1,0,0,3,3,0
otu3752,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0
otu3753,0,0,0,4,1,0,0,0,0,0,0,1,14,0,0,4,1,0
otu3754,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
otu3755,1,0,0,1,2,3,3,0,0,0,0,2,0,1,1,0,3,1
otu3756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3757,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0
otu3759,0,0,0,1,0,0,0,2,2,2,1,1,0,3,1,2,2,2
otu376,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
otu3760,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0
otu3761,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
otu3763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu3764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu3765,0,2,5,0,0,0,0,2,4,0,3,9,0,0,0,0,0,0
otu3766,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
otu3767,0,0,0,6,9,46,0,0,0,2,3,11,0,0,8,0,0,7
otu3768,0,0,0,3,0,4,0,0,0,0,0,0,2,0,8,5,0,2
otu3769,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0
otu377,1,6,0,0,3,0,1,2,0,0,2,1,1,1,0,1,1,0
otu3770,0,1,0,0,2,2,0,0,0,0,3,2,0,0,1,0,1,0
otu3771,1,1,0,2,1,0,0,1,0,7,1,1,0,0,0,1,0,1
otu3773,0,0,0,20,16,6,0,0,0,4,2,3,1,0,0,1,1,0
otu3774,0,0,0,9,0,0,0,0,0,0,1,132,0,0,0,0,0,0
otu3775,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,1,0,0
otu3776,0,0,3,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
otu3777,0,0,2,0,1,0,0,0,0,0,0,0,4,6,0,1,0,0
otu3778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu3779,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu378,0,7,6,0,1,1,0,16,5,0,13,8,1,1,0,1,1,0
otu3780,2,2,4,0,2,0,0,0,0,0,0,0,2,15,2,0,3,0
otu3781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu3782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3785,0,0,0,3,1,0,0,0,0,0,0,0,2,4,1,3,0,0
otu3786,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,3,33,1
otu3787,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3788,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
otu379,9,108,51,1,0,0,7,128,44,5,115,78,0,0,3,0,0,0
otu3790,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
otu3792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu3793,0,1,0,1,0,1,0,1,0,1,1,3,1,0,0,0,1,0
otu3794,3,0,1,0,2,0,1,6,1,8,0,2,0,0,1,4,23,15
otu3795,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3796,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0
otu3797,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,2,7
otu3798,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
otu3799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
otu38,37,54,125,33,23,10,20,40,76,26,31,126,74,310,34,50,32,9
otu380,78,49,56,36,6,46,32,9,5,190,23,23,244,118,384,78,7,101
otu3801,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,2,0
otu3802,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0
otu3803,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
otu3804,0,2,0,2,0,0,0,0,0,0,0,0,9,1,3,0,0,0
otu3805,0,4,0,0,0,0,0,7,0,0,5,0,1,0,1,0,1,0
otu3808,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
otu3809,0,3,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
otu381,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu3810,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3812,2,2,0,0,3,3,2,2,5,1,1,9,1,0,0,4,27,14
otu3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu3814,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,2,5,3
otu3815,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu3816,2,1,1,1,1,2,4,1,0,7,1,1,19,3,7,3,5,2
otu3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3818,5,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0
otu3819,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0
otu382,21,2,5,4,1,0,7,0,3,11,4,6,4,3,2,1,0,0
otu3820,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
otu3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu3823,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0
otu3824,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
otu3825,11,1,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,0
otu3826,0,1,0,0,8,1,32,15,6,3,1,2,0,0,0,3,5,4
otu3827,0,0,0,1,0,0,0,0,0,0,2,119,0,0,0,0,0,0
otu3828,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu383,102,93,104,36,0,20,0,0,2,0,2,0,755,59,250,106,1,68
otu3831,0,0,0,1,2,1,0,1,1,0,0,0,1,0,1,1,1,1
otu3834,0,1,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1
otu3836,1,0,2,12,11,6,12,1,8,3,1,6,6,1,0,0,4,2
otu3838,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu3839,0,0,0,4,1,0,2,2,1,3,0,0,2,0,2,7,0,0
otu384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
otu3841,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
otu3842,0,0,0,8,13,21,0,0,0,0,0,0,0,0,1,0,0,0
otu3844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3845,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
otu3848,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,0,1
otu3849,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,4,0
otu385,0,0,0,1,4,0,0,0,0,0,0,0,1,45,1,1,10,0
otu3850,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,2,0,0
otu3851,2,1,3,0,1,3,0,1,0,1,1,5,3,2,2,2,4,1
otu3852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu3854,0,0,0,0,0,2,0,0,0,0,0,0,3,2,3,2,0,1
otu3855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
otu3856,0,1,2,0,2,0,0,0,0,0,0,0,0,12,3,0,3,0
otu3858,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0
otu386,53,48,41,0,38,0,0,0,0,1,0,0,67,346,51,0,78,0
otu3860,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu3862,0,0,0,3,0,1,0,0,0,1,0,1,4,0,0,1,0,3
otu3863,0,0,1,0,1,0,0,0,0,0,0,0,1,8,1,0,1,0
otu3865,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
otu3866,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0
otu387,10,9,11,1,9,3,4,7,3,2,9,2,7,8,10,1,7,2
otu3870,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu3871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu3872,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,5,2
otu3873,0,1,1,1,1,0,2,1,0,0,0,2,2,0,1,1,5,1
otu3874,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3875,0,0,0,6,0,1,0,0,0,0,0,0,6,0,0,7,0,2
otu3876,0,0,0,12,1,68,0,0,0,0,0,2,1,0,0,0,0,1
otu3877,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu3879,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,2,0,0
otu388,0,0,0,4,24,31,0,0,0,1,0,1,6,1,44,3,39,33
otu3880,0,0,0,1,0,4,6,4,4,1,2,2,0,0,0,3,7,22
otu3881,14,14,15,0,25,0,0,0,0,0,0,0,12,137,15,0,25,0
otu3883,18,3,8,0,0,0,10,6,61,0,0,5,0,0,0,6,7,3
otu3884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu3886,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
otu3887,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,1,0
otu3888,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3889,3,2,2,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0
otu3890,0,0,13,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0
otu3891,0,0,0,0,0,0,8,7,9,1,1,8,0,0,0,2,32,8
otu3893,0,0,3,2,6,6,0,2,2,2,0,24,0,0,1,3,15,12
otu3894,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0
otu3895,0,0,1,0,2,0,0,0,0,0,0,0,3,9,2,0,5,0
otu3896,4,1,6,0,0,4,0,0,0,0,0,0,18,10,23,1,0,1
otu3897,0,0,0,2,2,3,0,0,0,4,1,0,2,0,0,0,1,0
otu3898,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3899,0,1,1,0,0,0,13,21,17,0,0,0,0,2,1,4,1,6
otu39,511,396,380,17,66,12,343,275,198,307,121,204,52,8,25,58,165,30
otu390,0,0,21,10,21,51,112,134,120,16,14,152,1,0,84,67,428,519
otu3900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3901,0,0,1,8,20,8,1,0,2,3,1,9,1,0,7,1,6,0
otu3902,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1
otu3903,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1
otu3904,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
otu3905,0,0,0,1,0,1,1,0,0,2,0,11,0,0,0,0,25,3
otu3907,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu3908,0,0,10,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0
otu391,0,0,0,2,0,0,1,0,0,0,0,0,4,54,0,1,0,0
otu3910,7,4,0,0,0,0,3,1,0,4,2,0,0,0,1,0,0,0
otu3911,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0
